489;388;749;367;338;741;532;603;721;750;745;593,4;
490;126;737;374;544;337;467;736;678;713;692;540,4;
491;569;727;491;486;367;565;667;721;746;742;608,1;
492;-276;739;510;465;759;116;748;726;577;776;514;
493;95;772;446;411;761;525;316;224;772;759;508,1;
494;-138;699;528;616;596;565;501;741;414;748;527;
495;384;246;549;376;755;555;64;751;567;741;498,8;
496;382;620;563;322;750;541;573;65;510;720;504,6;
497;384;650;576;-202;752;553;765;631;534;768;541,1;
498;382;471;458;-82;750;691;454;400;741;765;503;
499;371;269;568;446;528;556;-89;737;542;757;468,5;
500;224;759;542;707;652;539;682;774;565;739;618,3;
501;361;748;695;608;563;554;678;747;374;714;604,2;
502;365;761;524;516;647;697;379;770;566;702;592,7;
503;351;709;557;654;755;567;219;770;554;760;589,6;
504;330;526;544;63;700;541;703;692;356;635;509;
505;360;717;463;496;748;748;583;776;541;734;616,6;
506;352;705;543;473;378;517;28;561;509;737;480,3;
507;366;755;535;547;768;525;155;730;473;715;556,9;
508;281;738;496;350;770;257;392;533;551;679;504,7;
509;-137;748;462;273;761;535;92;658;473;742;460,7;
510;174;755;544;488;774;377;480;770;735;657;575,4;
511;111;737;552;222;752;574;-185;754;414;661;459,2;
512;450;561;564;464;744;459;-221;772;537;757;508,7;
513;314;770;382;394;755;381;-206;691;726;560;476,7;
514;559;746;426;269;718;482;709;636;545;708;579,8;
515;-958;758;540;292;761;398;185;752;548;-361;291,5;
516;367;741;489;455;596;185;225;770;528;765;512,1;
517;299;720;484;499;726;387;596;74;521;648;495,4;
518;534;731;442;34;542;655;-174;751;759;761;503,5;
519;298;739;212;465;746;570;607;635;534;739;554,5;
520;171;753;577;360;757;553;663;455;555;750;559,4;
521;-161;537;561;525;755;557;47;659;427;742;464,9;
522;319;768;561;100;363;509;347;738;539;757;500,1;
523;-1521;734;328;176;761;267;319;627;557;725;297,3;
524;83;746;557;568;354;520;710;730;406;718;539,2;
525;320;761;400;223;689;643;125;602;576;750;508,9;
526;373;704;542;173;722;726;524;186;568;733;525,1;
527;529;746;565;266;629;553;443;683;372;644;543;
528;172;746;355;413;342;429;586;413;394;666;451,6;
529;446;761;725;349;559;370;392;621;557;253;503,3;
530;521;772;546;-446;735;478;44;237;554;127;356,8;
531;540;730;449;176;480;306;141;181;543;759;430,5;
532;653;770;495;489;543;539;673;738;563;506;596,9;
533;417;751;533;156;742;729;573;710;552;728;589,1;
534;721;731;572;305;761;541;294;697;572;575;576,9;
535;540;746;453;487;737;565;637;541;348;566;562;
536;517;742;456;332;750;-136;619;761;564;708;531,3;
537;367;768;503;-1081;373;500;232;687;538;421;330,8;
538;550;748;535;428;371;687;411;741;454;749;567,4;
539;333;746;352;163;727;534;302;697;531;603;498,8;
540;653;752;531;510;681;500;555;367;706;759;601,4;
541;677;759;559;375;759;574;574;666;705;764;641,2;
542;548;757;525;522;741;536;565;737;697;677;630,5;
543;533;741;417;531;369;451;437;739;744;724;568,6;
544;535;742;515;531;495;487;486;650;613;750;580,4;
545;557;735;563;518;367;432;202;740;654;745;551,3;
546;528;744;511;539;660;484;557;663;478;728;589,2;
547;572;761;459;578;774;97;570;751;281;639;548,2;
548;755;770;460;578;770;543;482;699;643;774;647,4;
549;493;726;535;548;709;492;134;761;411;725;553,4;
550;407;685;538;563;384;709;513;748;355;738;564;
551;734;742;525;530;691;477;562;768;532;739;630;
552;563;269;568;550;362;565;380;757;411;770;519,5;
553;493;726;552;570;548;543;419;690;46;726;531,3;
554;546;733;546;563;363;567;495;736;154;755;545,8;
555;423;759;511;565;741;724;453;118;424;759;547,7;
556;579;729;701;550;766;539;746;728;326;752;641,6;
557;220;459;518;537;774;700;428;574;417;759;538,6;
558;522;737;491;565;759;565;705;750;288;768;615;
559;646;717;399;744;774;525;687;699;-152;761;580;
560;525;733;475;506;702;512;768;752;-374;343;494,2;
561;674;750;548;554;772;557;383;740;-165;754;556,7;
562;568;734;379;552;706;498;651;737;459;741;602,5;
563;394;590;115;570;748;574;552;776;146;770;523,5;
564;693;770;388;550;776;423;531;752;312;681;587,6;
565;632;772;510;563;733;610;753;755;535;655;651,8;
566;550;742;559;552;725;571;570;759;454;730;621,2;
567;519;761;421;565;752;745;563;346;517;690;587,9;
568;599;746;500;574;750;552;556;774;477;768;629,6;
569;719;724;528;563;759;598;521;729;201;759;610,1;
570;735;737;527;565;708;568;561;765;487;750;640,3;
571;734;725;531;563;748;490;739;770;256;498;605,4;
572;284;772;570;565;719;556;486;768;363;772;585,5;
573;734;759;550;696;737;565;711;774;530;310;636,6;
574;696;741;527;264;752;394;550;164;248;689;502,5;
575;344;757;566;482;717;614;700;737;504;774;619,5;
576;553;727;572;542;757;753;642;574;266;705;609,1;
577;519;759;559;528;728;547;295;755;578;727;599,5;
578;718;748;548;768;763;455;760;774;496;739;676,9;
579;598;691;736;555;616;436;74;763;537;617;562,3;
580;735;755;564;576;674;723;642;772;664;757;686,2;
581;506;759;539;552;359;506;384;705;292;698;530;
582;34;755;538;559;490;510;535;757;400;750;532,8;
583;637;748;539;491;772;563;577;544;509;668;604,8;
584;-64;728;548;553;715;530;-411;45;552;647;384,3;
585;416;748;531;544;706;561;725;763;520;433;594,7;
586;503;763;546;557;770;567;362;774;412;739;599,3;
587;302;750;572;552;743;530;-171;752;561;740;533,1;
588;285;635;559;737;763;576;454;774;473;566;582,2;
589;-125;711;563;346;761;576;690;759;552;770;560,3;
590;-49;535;561;559;741;739;753;581;527;689;563,6;
591;36;748;563;576;720;522;568;536;522;764;555,5;
592;127;759;561;574;774;489;412;715;515;748;567,4;
593;51;761;572;576;707;554;667;541;493;750;567,2;
594;229;725;557;548;770;521;726;728;552;679;603,5;
595;-387;753;513;444;607;515;734;686;429;704;499,8;
596;509;733;541;531;759;526;599;726;576;739;623,9;
597;405;751;563;476;618;420;461;698;552;734;567,8;
598;459;706;548;510;737;373;705;745;538;766;608,7;
599;545;702;363;363;744;490;696;728;552;694;587,7;
